q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
好的,"[{""role"":""user"",""content"":""我买的两斤要多少水""},{""role"":""assistant"",""content"":""亲 参考下哦""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""亲，不客气哈""},{""role"":""user"",""content"":""加牛奶的话煮的时候就要加吗""},{""role"":""user"",""content"":""还是弄好了再加""},{""role"":""assistant"",""content"":""亲 可以参考下给您发的教程哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""大罐的多少克？"", 答案：""350g""', '问题：""一罐多少？"", 答案：""1罐500g亲""', '问题：""大罐呢"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐是多少？"", 答案：""亲，一罐的重量是300g哦~""', '问题：""两罐，一罐有多少？"", 答案：""亲，一罐的重量是350g哦~""', '问题：""一大罐重量多少克？[微笑]"", 答案：""一罐350g的亲 二罐是700g""', '问题：""一罐一斤吗？"", 答案：""是的亲""', '问题：""请问一大罐有多少克？"", 答案：""亲，一罐300g哦。""', '问题：""一罐有几斤？"", 答案：""亲，一罐350g哦。""', '问题：""一罐多重？"", 答案：""亲，一罐300g哦~""']",,
好的,"[{""role"":""user"",""content"":""草莓味芒果味牛奶味香芋味，一个味道各一斤""},{""role"":""user"",""content"":""可以吗""},{""role"":""user"",""content"":""好的""},{""role"":""user"",""content"":""已拍""},{""role"":""user"",""content"":""草莓味芒果味牛奶味香芋味，一个味道各一斤""},{""role"":""user"",""content"":""好的""}]",嗯嗯,嗯嗯,18,"['问题：""！今天7:00做了到现在还没凝固了。这个芒果的做不到10分钟都凝固了。..现在把那个草莓了又加里头50克。我给那杯子里的全部到了又加上50克看凝固不凝固。"", 答案：""好的""', '问题：""好的"", 答案：""好的亲🌹""', '问题：""我打开了一罐退俩罐一共三个退俩罐"", 答案：""好的""', '问题：""稍等"", 答案：""好的""', '问题：""三个"", 答案：""好的""', '问题：""感恩"", 答案：""好的""', '问题：""好的"", 答案：""稍等""']",,
好的,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""什么时间发货"", 答案：""下单48小时内发货亲""', '问题：""什么时候发货？"", 答案：""48小时发货""', '问题：""什么时候发货？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时候发货？一包有多重"", 答案：""下单48小时内发货亲""', '问题：""什么时候发货"", 答案：""已经发货了""', '问题：""什么时候发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时候发货呀可以快点发货吗"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""什么时候可以发货我昨天买的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""发货快嘛"", 答案：""亲亲，下单后的48小时内陆续发货哦~""', '问题：""今天能发货吗"", 答案：""亲亲，正常48小时内发货呢""']",,
草莓,"[{""role"":""user"",""content"":""为什么凝固后会有一层白色的""},{""role"":""user"",""content"":""搅拌的时候没有白沫""},{""role"":""user"",""content"":""是疑固后有""},{""role"":""assistant"",""content"":""亲 拍照看下哦""},{""role"":""user"",""content"":""每一个粉都有""},{""role"":""user"",""content"":""草莓""}]",亲 已备注,亲 拍下包装袋上的生产日期,18,"['问题：""草莓"", 答案：""亲 拍下生产日期""', '问题：""草莓吧"", 答案：""亲 您拍的这个选项不支持备注 可以拍随意搭配的选项哦""', '问题：""莓"", 答案：""亲下单以后联系我们备注哈""', '问题：""草莓，巧克力"", 答案：""已备注""', '问题：""草莓，芒果"", 答案：""亲 已备注""', '问题：""芒果和草莓"", 答案：""亲，已备注""', '问题：""你好货发错了吧拍的草莓发的芒果"", 答案：""亲 是草莓的哦""', '问题：""芒果和草莓。"", 答案：""亲 已备注""']",,
谢谢了,"[{""role"":""user"",""content"":""我买的两斤要多少水""},{""role"":""assistant"",""content"":""亲 参考下哦""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""亲，不客气哈""},{""role"":""user"",""content"":""加牛奶的话煮的时候就要加吗""},{""role"":""user"",""content"":""还是弄好了再加""},{""role"":""assistant"",""content"":""亲 可以参考下给您发的教程哦""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""好的亲🌹""},{""role"":""user"",""content"":""谢谢了""}]",亲，不客气哈,亲，不客气哈,18,"['问题：""谢谢了"", 答案：""不客气亲，后续有专员确认给您地址，您耐心等待下哈""', '问题：""谢谢"", 答案：""客气了亲""', '问题：""谢谢"", 答案：""不客气亲""', '问题：""谢谢"", 答案：""不客气哈亲""', '问题：""好的谢谢了"", 答案：""好的亲申请以后记得联系我拦截哈""', '问题：""好谢谢"", 答案：""感谢理解亲""', '问题：""好的 谢谢"", 答案：""不客气""', '问题：""好的谢谢"", 答案：""好的亲🌹""']",,
一罐多少？,"[{""role"":""user"",""content"":""一罐多少？""}]",亲，一罐的重量是500g哦~,,18,"['问题：""一罐多少？"", 答案：""1罐500g亲""', '问题：""一罐是多少？"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐是多少啊？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐是多少"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐有多少"", 答案：""哪款亲""', '问题：""一罐多重？"", 答案：""亲，一罐300g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""']",,
退货,"[{""role"":""user"",""content"":""给我发个\n地址""},{""role"":""user"",""content"":""地址""},{""role"":""user"",""content"":""退货""}]",亲亲，如果您对收到的商品不满意的话您可以申请退货退款，商品退回，有专人处理的哈。,,18,"['问题：""退货"", 答案：""亲 申请下哦""', '问题：""退货"", 答案：""还没发货哦亲""', '问题：""退货"", 答案：""亲 发出都是严格检查的哦""', '问题：""退货"", 答案：""已拦截""', '问题：""换货"", 答案：""好的""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""那退货吧"", 答案：""亲亲，如果您对收到的商品不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""']",,
退货,"[{""role"":""user"",""content"":""什么快递？""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""退货""}]",亲亲，如果您对收到的商品不满意的话您可以申请退货退款，商品退回，有专人处理的哈。,,18,"['问题：""退货"", 答案：""亲 申请下哦""', '问题：""退货"", 答案：""还没发货哦亲""', '问题：""退货"", 答案：""亲 发出都是严格检查的哦""', '问题：""退货"", 答案：""已拦截""', '问题：""换货"", 答案：""好的""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""那退货吧"", 答案：""亲亲，如果您对收到的商品不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""']",,
已评价,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""已评价""}]","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。",18,"['问题：""已评价"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""已收到已评价"", 答案：""亲 感谢支持""', '问题：""评价了"", 答案：""亲 感谢支持""', '问题：""已经评价成功"", 答案：""感谢支持""', '问题：""评价完了"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""好评了"", 答案：""感谢支持""', '问题：""己评价"", 答案：""好的亲""', '问题：""也评价的"", 答案：""你好 在的亲""']",,
已评价,"[{""role"":""user"",""content"":""已评价""}]","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。",,18,"['问题：""已评价"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""已收到已评价"", 答案：""亲 感谢支持""', '问题：""评价了"", 答案：""亲 感谢支持""', '问题：""已经评价成功"", 答案：""感谢支持""', '问题：""评价完了"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""好评了"", 答案：""感谢支持""', '问题：""己评价"", 答案：""好的亲""', '问题：""也评价的"", 答案：""你好 在的亲""']",,
退款,"[{""role"":""user"",""content"":""退款""}]",亲，可以申请退货退款哦~,,18,"['问题：""退款"", 答案：""亲 可以申请退货退款哦""', '问题：""退款"", 答案：""亲，申请退款回有专人处理哈""', '问题：""退款"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""退款"", 答案：""亲，后续会有专员处理哈""', '问题：""退款"", 答案：""亲 会有专人处理哦""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""申请退款"", 答案：""您拒收就可以哈这边联系退回了售后核实以后会处理的""']",,
退款,"[{""role"":""user"",""content"":""这款几瓶？""},{""role"":""user"",""content"":""我还在菜鸟驿站""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""不要了""},{""role"":""assistant"",""content"":""亲，您申请退款哦~""},{""role"":""user"",""content"":""退款""}]",亲，申请退款回有专人处理哈~,,18,"['问题：""退款"", 答案：""亲 可以申请退货退款哦""', '问题：""退款"", 答案：""亲，申请退款回有专人处理哈""', '问题：""退款"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""退款"", 答案：""亲，后续会有专员处理哈""', '问题：""退款"", 答案：""亲 会有专人处理哦""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""申请退款"", 答案：""您拒收就可以哈这边联系退回了售后核实以后会处理的""']",,
退款,"[{""role"":""user"",""content"":""退款""},{""role"":""assistant"",""content"":""货物退回售后核实以后会尽快处理的哈""},{""role"":""user"",""content"":""退款""}]",亲，可以申请退货退款哦~,,18,"['问题：""退款"", 答案：""亲 可以申请退货退款哦""', '问题：""退款"", 答案：""亲，申请退款回有专人处理哈""', '问题：""退款"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""退款"", 答案：""亲，后续会有专员处理哈""', '问题：""退款"", 答案：""亲 会有专人处理哦""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""申请退款"", 答案：""您拒收就可以哈这边联系退回了售后核实以后会处理的""']",,
